state,year,sector,electricity_usage
NC,1995,Industrial,34062921
NC,1995,Residential,39506250
NC,1996,Commercial,30662155
NC,1996,Industrial,34141749
NC,1996,Residential,41591843
NC,1997,Commercial,31388363
NC,1997,Industrial,35095124
NC,1997,Residential,40611106
NC,1998,Commercial,33637195
NC,1998,Industrial,34985931
NC,1998,Residential,42890314
NC,1999,Commercial,35068684
NC,1999,Industrial,34164871
NC,1999,Residential,43648445
NC,2000,Commercial,36858836
NC,2000,Industrial,34251859
NC,2000,Residential,46536517
NC,2001,Commercial,37744147
NC,2001,Industrial,32931139
NC,2001,Residential,46200716
NC,2002,Commercial,39276813
NC,2002,Industrial,31381089
NC,2002,Residential,49854417
NC,2003,Commercial,41672018
NC,2003,Industrial,30314336
NC,2003,Residential,49348767
NC,2004,Commercial,42864261
NC,2004,Industrial,31075166
NC,2004,Residential,51717380
NC,2005,Commercial,44161328
NC,2005,Industrial,30101279
NC,2005,Residential,54072734
NC,2006,Commercial,44584705
NC,2006,Industrial,29262947
NC,2006,Residential,52851296
NC,2007,Commercial,46806862
NC,2007,Industrial,28978399
NC,2007,Residential,56095471
NC,2008,Commercial,46540296
NC,2008,Industrial,27772662
NC,2008,Residential,55751201
NC,2009,Commercial,46240476
NC,2009,Industrial,25099682
NC,2009,Residential,56311126
NC,2010,Commercial,47931940
NC,2010,Industrial,26315850
NC,2010,Residential,62160107
NC,2011,Commercial,46467228
NC,2011,Industrial,26554615
NC,2011,Residential,58055878
NC,2012,Commercial,46510125
NC,2012,Industrial,26896123
NC,2012,Residential,54671521
NC,2013,Commercial,46648766
NC,2013,Industrial,26872437
NC,2013,Residential,56251297
NC,2014,Commercial,47509563
NC,2014,Industrial,26964549
NC,2014,Residential,58649994
NC,2015,Commercial,48236147
NC,2015,Industrial,27701168
NC,2015,Residential,57901557
NC,2016,Commercial,48604221
NC,2016,Industrial,27336887
NC,2016,Residential,58456809
NC,2017,Commercial,47890455
NC,2017,Industrial,27393364
NC,2017,Residential,56133960
NC,2018,Commercial,49298402
NC,2018,Industrial,27353560
NC,2018,Residential,61622454
NC,2019,Commercial,49173038
NC,2019,Industrial,27391009
NC,2019,Residential,59852793
NC,2020,Commercial,45905051
NC,2020,Industrial,25828233
NC,2020,Residential,58641572
NC,2021,Commercial,47714832
NC,2021,Industrial,27049367
NC,2021,Residential,60914684
NC,2022,Commercial,49228797
NC,2022,Industrial,27519330
NC,2022,Residential,62443953
NC,2023,Commercial,48196906
NC,2023,Industrial,26143974
NC,2023,Residential,58737520
NC,2024,Commercial,49524269
NC,2024,Industrial,25622927
NC,2024,Residential,61744942
ND,1990,Commercial,1794510
ND,1990,Industrial,1759711
ND,1990,Residential,2954024
ND,1991,Commercial,1875987
ND,1991,Industrial,1762080
ND,1991,Residential,3096207
ND,1992,Commercial,1752214
ND,1992,Industrial,1835482
ND,1992,Residential,3020003
ND,1993,Commercial,1830759
ND,1993,Industrial,1904643
ND,1993,Residential,3209081
ND,1994,Commercial,1884264
ND,1994,Industrial,2011279
ND,1994,Residential,3242829
ND,1995,Commercial,2237223
ND,1995,Industrial,1771328
ND,1995,Residential,3383623
ND,1996,Commercial,2377747
ND,1996,Industrial,1835276
ND,1996,Residential,3601630
ND,1997,Commercial,2299844
ND,1997,Industrial,2076353
ND,1997,Residential,3436886
ND,1998,Commercial,2305227
ND,1998,Industrial,2187096
ND,1998,Residential,3272102
ND,1999,Commercial,2349844
ND,1999,Industrial,3012524
ND,1999,Residential,3306676
ND,2000,Commercial,2554044
ND,2000,Industrial,3031306
ND,2000,Residential,3390036
ND,2001,Commercial,3070650
ND,2001,Industrial,2753243
ND,2001,Residential,3479809
ND,2002,Commercial,3403944
ND,2002,Industrial,2635775
ND,2002,Residential,3663885
ND,2003,Commercial,3800069
ND,2003,Industrial,2953603
ND,2003,Residential,3707436
ND,2004,Commercial,3843141
ND,2004,Industrial,3010478
ND,2004,Residential,3662781
ND,2005,Commercial,3993818
ND,2005,Industrial,3050163
ND,2005,Residential,3796009
ND,2006,Commercial,4126550
ND,2006,Industrial,3265648
ND,2006,Residential,3853040
ND,2007,Commercial,4214689
ND,2007,Industrial,3623722
ND,2007,Residential,4067284
ND,2008,Commercial,4460087
ND,2008,Industrial,3696915
ND,2008,Residential,4259072
ND,2009,Commercial,4558194
ND,2009,Industrial,3641166
ND,2009,Residential,4449220
ND,2010,Commercial,4714115
ND,2010,Industrial,3849552
ND,2010,Residential,4392596
ND,2011,Commercial,4866230
ND,2011,Industrial,4318558
ND,2011,Residential,4552228
ND,2012,Commercial,5108616
ND,2012,Industrial,5123582
ND,2012,Residential,4484758
ND,2013,Commercial,5685146
ND,2013,Industrial,5308975
ND,2013,Residential,5038846
ND,2014,Commercial,5403497
ND,2014,Industrial,7478721
ND,2014,Residential,5357514
ND,2015,Commercial,6278868
ND,2015,Industrial,6987538
ND,2015,Residential,4862542
ND,2016,Commercial,6346158
ND,2016,Industrial,7432732
ND,2016,Residential,4741298
ND,2017,Commercial,6529910
ND,2017,Industrial,8762211
ND,2017,Residential,4848305
ND,2018,Commercial,6835913
ND,2018,Industrial,8700422
ND,2018,Residential,5133171
ND,2019,Commercial,7035031
ND,2019,Industrial,9398793
ND,2019,Residential,5125431
ND,2020,Commercial,6641700
ND,2020,Industrial,10131201
ND,2020,Residential,5046551
ND,2021,Commercial,6808316
ND,2021,Industrial,11166390
ND,2021,Residential,4888401
ND,2022,Commercial,8392425
ND,2022,Industrial,11728548
ND,2022,Residential,5271904
ND,2023,Commercial,10854668
ND,2023,Industrial,12280355
ND,2023,Residential,5067156
ND,2024,Commercial,11309334
ND,2024,Industrial,13549609
ND,2024,Residential,4910755
NE,1990,Commercial,5086141
NE,1990,Industrial,4618083
NE,1990,Residential,6799606
NE,1991,Commercial,5291350
NE,1991,Industrial,4689782
NE,1991,Residential,7138298
NE,1992,Commercial,5266040
NE,1992,Industrial,4752476
NE,1992,Residential,6561472
NE,1993,Commercial,5471340
NE,1993,Industrial,4962540
NE,1993,Residential,7226029
NE,1994,Commercial,5808823
NE,1994,Industrial,5344841
NE,1994,Residential,7379419
NE,1995,Commercial,5986221
NE,1995,Industrial,5801512
NE,1995,Residential,7596719
NE,1996,Commercial,6271903
NE,1996,Industrial,6193276
NE,1996,Residential,7740905
NE,1997,Commercial,6500198
NE,1997,Industrial,6579572
NE,1997,Residential,7988645
NE,1998,Commercial,6594284
NE,1998,Industrial,6915665
NE,1998,Residential,8160194
NE,1999,Commercial,6661122
NE,1999,Industrial,6883423
NE,1999,Residential,7929449
NE,2000,Commercial,7040699
NE,2000,Industrial,7276085
NE,2000,Residential,8346035
NE,2001,Commercial,7232147
NE,2001,Industrial,7327582
NE,2001,Residential,8638208
NE,2002,Commercial,7383737
NE,2002,Industrial,7563454
NE,2002,Residential,8956037
NE,2003,Commercial,8582936
NE,2003,Industrial,8421411
NE,2003,Residential,8852219
NE,2004,Commercial,8501171
NE,2004,Industrial,8618024
NE,2004,Residential,8756735
NE,2005,Commercial,8848232
NE,2005,Industrial,8818503
NE,2005,Residential,9309209
NE,2006,Commercial,9005505
NE,2006,Industrial,8977280
NE,2006,Residential,9293507
NE,2007,Commercial,9396455
NE,2007,Industrial,9104398
NE,2007,Residential,9747547
NE,2008,Commercial,9441477
NE,2008,Industrial,9623918
NE,2008,Residential,9755626
NE,2009,Commercial,9314288
NE,2009,Industrial,9510967
NE,2009,Residential,9626939
NE,2010,Commercial,9532438
NE,2010,Industrial,10210349
NE,2010,Residential,10106673
NE,2011,Commercial,9139410
NE,2011,Industrial,10589701
NE,2011,Residential,9946973
NE,2012,Commercial,9232889
NE,2012,Industrial,11914907
NE,2012,Residential,9680143
NE,2013,Commercial,9387074
NE,2013,Industrial,11251372
NE,2013,Residential,10062159
NE,2014,Commercial,9525524
NE,2014,Industrial,10668406
NE,2014,Residential,10028238
NE,2015,Commercial,9307834
NE,2015,Industrial,10655107
NE,2015,Residential,9532132
NE,2016,Commercial,9306827
NE,2016,Industrial,11154176
NE,2016,Residential,9738351
NE,2017,Commercial,9293401
NE,2017,Industrial,11397616
NE,2017,Residential,9667990
NE,2018,Commercial,9553396
NE,2018,Industrial,10974088
NE,2018,Residential,10412008
NE,2019,Commercial,9456725
NE,2019,Industrial,10618560
NE,2019,Residential,10307905
NE,2020,Commercial,9090239
NE,2020,Industrial,11566353
NE,2020,Residential,10514944
NE,2021,Commercial,9260421
NE,2021,Industrial,12588380
NE,2021,Residential,10492369
NE,2022,Commercial,9618755
NE,2022,Industrial,13241701
NE,2022,Residential,10983649
NE,2023,Commercial,11260554
NE,2023,Industrial,11640095
NE,2023,Residential,10670550
NE,2024,Commercial,12885125
NE,2024,Industrial,11914906
NE,2024,Residential,10391014
NH,1990,Commercial,2010427
NH,1990,Industrial,3418391
NH,1990,Residential,3444195
NH,1991,Commercial,2029125
NH,1991,Industrial,3265025
NH,1991,Residential,3356705
NH,1992,Commercial,2077227
NH,1992,Industrial,3332745
NH,1992,Residential,3428234
NH,1993,Commercial,2122570
NH,1993,Industrial,3099592
NH,1993,Residential,3420322
NH,1994,Commercial,3220992
NH,1994,Industrial,2182353
NH,1994,Residential,3430562
NH,1995,Commercial,3225628
NH,1995,Industrial,2286339
NH,1995,Residential,3364430
NH,1996,Commercial,3245865
NH,1996,Industrial,2343740
NH,1996,Residential,3429127
NH,1997,Commercial,3280150
NH,1997,Industrial,2371725
NH,1997,Residential,3388586
NH,1998,Commercial,3350640
NH,1998,Industrial,2424867
NH,1998,Residential,3400757
NH,1999,Commercial,3603568
NH,1999,Industrial,2516311
NH,1999,Residential,3640161
NH,2000,Commercial,3774447
NH,2000,Industrial,2597404
NH,2000,Residential,3656134
NH,2001,Commercial,3910770
NH,2001,Industrial,2482550
NH,2001,Residential,3789290
NH,2002,Commercial,4024499
NH,2002,Industrial,2222292
NH,2002,Residential,4002520
NH,2003,Commercial,4317817
NH,2003,Industrial,2402891
NH,2003,Residential,4251834
NH,2004,Commercial,4363073
NH,2004,Industrial,2328498
NH,2004,Residential,4281738
NH,2005,Commercial,4575721
NH,2005,Industrial,2173531
NH,2005,Residential,4495376
NH,2006,Commercial,4562553
NH,2006,Industrial,2131193
NH,2006,Residential,4400597
NH,2007,Commercial,4569789
NH,2007,Industrial,2173197
NH,2007,Residential,4492870
NH,2008,Commercial,4518095
NH,2008,Industrial,2065243
NH,2008,Residential,4393951
NH,2009,Commercial,4440760
NH,2009,Industrial,1836211
NH,2009,Residential,4421522
NH,2010,Commercial,4462438
NH,2010,Industrial,1942167
NH,2010,Residential,4485469
NH,2011,Commercial,4478106
NH,2011,Industrial,1936413
NH,2011,Residential,4454088
NH,2012,Commercial,4478420
NH,2012,Industrial,1952633
NH,2012,Residential,4439208
NH,2013,Commercial,4516866
NH,2013,Industrial,1972539
NH,2013,Residential,4553871
NH,2014,Commercial,4464530
NH,2014,Industrial,1969064
NH,2014,Residential,4510487
NH,2015,Commercial,4491173
NH,2015,Industrial,1981028
NH,2015,Residential,4526948
NH,2016,Commercial,4466192
NH,2016,Industrial,2000357
NH,2016,Residential,4438407
NH,2017,Commercial,4389838
NH,2017,Industrial,1955926
NH,2017,Residential,4441497
NH,2018,Commercial,4442560
NH,2018,Industrial,1962711
NH,2018,Residential,4641013
NH,2019,Commercial,4280854
NH,2019,Industrial,1923973
NH,2019,Residential,4506830
NH,2020,Commercial,4029709
NH,2020,Industrial,1873446
NH,2020,Residential,4790374
NH,2021,Commercial,4106692
NH,2021,Industrial,1928665
NH,2021,Residential,4831911
NH,2022,Commercial,4084625
NH,2022,Industrial,1925183
NH,2022,Residential,4808322
NH,2023,Commercial,4050619
NH,2023,Industrial,1925716
NH,2023,Residential,4654978
NH,2024,Commercial,4105167
NH,2024,Industrial,1961351
NH,2024,Residential,4847443
NJ,1990,Commercial,26838617
NJ,1990,Industrial,15040847
NJ,1990,Residential,20497980
NJ,1991,Commercial,27627097
NJ,1991,Industrial,15031232
NJ,1991,Residential,21539103
NJ,1992,Commercial,27403257
NJ,1992,Industrial,14687420
NJ,1992,Residential,20547017
NJ,1993,Commercial,28493042
NJ,1993,Industrial,14595879
NJ,1993,Residential,22042043
NJ,1994,Commercial,29357664
NJ,1994,Industrial,14251230
NJ,1994,Residential,22153557
NJ,1995,Commercial,29791577
NJ,1995,Industrial,13988821
NJ,1995,Residential,22469707
NJ,1996,Commercial,30152284
NJ,1996,Industrial,13602503
NJ,1996,Residential,22632226
NJ,1997,Commercial,29752874
NJ,1997,Industrial,13369139
NJ,1997,Residential,22286447
NJ,1998,Commercial,31127232
NJ,1998,Industrial,13339168
NJ,1998,Residential,23190705
NJ,1999,Commercial,32506105
NJ,1999,Industrial,13121470
NJ,1999,Residential,24550826
NJ,2000,Commercial,33112343
NJ,2000,Industrial,11811562
NJ,2000,Residential,24547336
NJ,2001,Commercial,34445279
NJ,2001,Industrial,12706552
NJ,2001,Residential,25491423
NJ,2002,Commercial,35429281
NJ,2002,Industrial,11475853
NJ,2002,Residential,27171374
NJ,2003,Commercial,36616281
NJ,2003,Industrial,12214748
NJ,2003,Residential,27367126
NJ,2004,Commercial,38073559
NJ,2004,Industrial,11209578
NJ,2004,Residential,28020125
NJ,2005,Commercial,39762419
NJ,2005,Industrial,11862286
NJ,2005,Residential,29973443
NJ,2006,Commercial,39437464
NJ,2006,Industrial,11330599
NJ,2006,Residential,28621556
NJ,2007,Commercial,40876070
NJ,2007,Industrial,11013372
NJ,2007,Residential,29751647
NJ,2008,Commercial,40569713
NJ,2008,Industrial,10537289
NJ,2008,Residential,29111023
NJ,2009,Commercial,39377041
NJ,2009,Industrial,8250104
NJ,2009,Residential,27832944
NJ,2010,Commercial,40122547
NJ,2010,Industrial,8428639
NJ,2010,Residential,30307268
NJ,2011,Commercial,39117745
NJ,2011,Industrial,8033254
NJ,2011,Residential,29398870
NJ,2012,Commercial,38340478
NJ,2012,Industrial,7762331
NJ,2012,Residential,28662958
NJ,2013,Commercial,38231099
NJ,2013,Industrial,7565722
NJ,2013,Residential,28544638
NJ,2014,Commercial,38154090
NJ,2014,Industrial,7516616
NJ,2014,Residential,27892582
NJ,2015,Commercial,38722730
NJ,2015,Industrial,7320398
NJ,2015,Residential,29142283
NJ,2016,Commercial,38672407
NJ,2016,Industrial,7293070
NJ,2016,Residential,29090726
NJ,2017,Commercial,37971404
NJ,2017,Industrial,7343012
NJ,2017,Residential,27761879
NJ,2018,Commercial,38807065
NJ,2018,Industrial,7369106
NJ,2018,Residential,29530689
NJ,2019,Commercial,38012684
NJ,2019,Industrial,6990063
NJ,2019,Residential,28612555
NJ,2020,Commercial,35315617
NJ,2020,Industrial,6735377
NJ,2020,Residential,29676857
NJ,2021,Commercial,36137241
NJ,2021,Industrial,6593424
NJ,2021,Residential,30090371
NJ,2022,Commercial,37374037
NJ,2022,Industrial,6753844
NJ,2022,Residential,30062192
NJ,2023,Commercial,36082758
NJ,2023,Industrial,6223834
NJ,2023,Residential,28414871
NJ,2024,Commercial,37086504
NJ,2024,Industrial,6351180
NJ,2024,Residential,29692962
NM,1990,Commercial,4464122
NM,1990,Industrial,4412883
NM,1990,Residential,3565532
NM,1991,Commercial,4532876
NM,1991,Industrial,4546441
NM,1991,Residential,3665112
NM,1992,Commercial,4629914
NM,1992,Industrial,4608808
NM,1992,Residential,3791300
NM,1993,Commercial,4759364
NM,1993,Industrial,4816121
NM,1993,Residential,3884263
NM,1994,Commercial,4969552
NM,1994,Industrial,5184192
NM,1994,Residential,4079696
NM,1995,Commercial,5094369
NM,1995,Industrial,5650560
NM,1995,Residential,4124028
NM,1996,Commercial,5295854
NM,1996,Industrial,5920823
NM,1996,Residential,4328452
NM,1997,Commercial,5440427
NM,1997,Industrial,6186941
NM,1997,Residential,4501977
NM,1998,Commercial,5703424
NM,1998,Industrial,6185578
NM,1998,Residential,4641931
NM,1999,Commercial,5891731
NM,1999,Industrial,5957242
NM,1999,Residential,4649203
NM,2000,Commercial,6673562
NM,2000,Industrial,5492381
NM,2000,Residential,4937074
NM,2001,Commercial,6843577
NM,2001,Industrial,5271879
NM,2001,Residential,4999477
NM,2002,Commercial,6999541
NM,2002,Industrial,5315758
NM,2002,Residential,5238134
NM,2003,Commercial,8063236
NM,2003,Industrial,5849217
NM,2003,Residential,5418038
NM,2004,Commercial,8238750
NM,2004,Industrial,5972164
NM,2004,Residential,5634821
NM,2005,Commercial,8410621
NM,2005,Industrial,6363496
NM,2005,Residential,5864834
NM,2006,Commercial,8603697
NM,2006,Industrial,6821833
NM,2006,Residential,6009427
NM,2007,Commercial,8931612
NM,2007,Industrial,6948419
NM,2007,Residential,6387363
NM,2008,Commercial,8828166
NM,2008,Industrial,6831086
NM,2008,Residential,6378856
NM,2009,Commercial,8734170
NM,2009,Industrial,6409194
NM,2009,Residential,6503772
NM,2010,Commercial,9015729
NM,2010,Industrial,6660142
NM,2010,Residential,6752473
NM,2011,Commercial,9257633
NM,2011,Industrial,6910284
NM,2011,Residential,6873748
NM,2012,Commercial,9165533
NM,2012,Industrial,7249215
NM,2012,Residential,6763820
NM,2013,Commercial,8982563
NM,2013,Industrial,7278476
NM,2013,Residential,6803987
NM,2014,Commercial,8976354
NM,2014,Industrial,7526898
NM,2014,Residential,6611970
NM,2015,Commercial,8877046
NM,2015,Industrial,7574783
NM,2015,Residential,6641724
NM,2016,Commercial,8805876
NM,2016,Industrial,7591160
NM,2016,Residential,6642511
NM,2017,Commercial,8784312
NM,2017,Industrial,7728065
NM,2017,Residential,6497207
NM,2018,Commercial,9035272
NM,2018,Industrial,8186897
NM,2018,Residential,6826442
NM,2019,Commercial,9028861
NM,2019,Industrial,8979712
NM,2019,Residential,6871561
NM,2020,Commercial,8406884
NM,2020,Industrial,9088192
NM,2020,Residential,7282079
NM,2021,Commercial,8655826
NM,2021,Industrial,9649559
NM,2021,Residential,7088358
NM,2022,Commercial,9084022
NM,2022,Industrial,10789520
NM,2022,Residential,7282636
NM,2023,Commercial,9349407
NM,2023,Industrial,11661806
NM,2023,Residential,7336277
NM,2024,Commercial,9592789
NM,2024,Industrial,13355945
NM,2024,Residential,7347620
NV,1990,Commercial,3865557
NV,1990,Industrial,6262803
NV,1990,Residential,5539534
NV,1991,Commercial,3986737
NV,1991,Industrial,6172512
NV,1991,Residential,5781827
NV,1992,Commercial,4174994
NV,1992,Industrial,6723203
NV,1992,Residential,6064333
NV,1993,Commercial,4297615
NV,1993,Industrial,7180913
NV,1993,Residential,6280698
NV,1994,Commercial,4611836
NV,1994,Industrial,7774863
NV,1994,Residential,6844708
NV,1995,Commercial,4731450
NV,1995,Industrial,8495716
NV,1995,Residential,6655122
NV,1996,Commercial,5150392
NV,1996,Industrial,9074624
NV,1996,Residential,7526332
NV,1997,Commercial,5453694
NV,1997,Industrial,10034363
NV,1997,Residential,7801402
NV,1998,Commercial,5655038
NV,1998,Industrial,10518385
NV,1998,Residential,7974769
NV,1999,Commercial,6048821
NV,1999,Industrial,10860728
NV,1999,Residential,8385628
NV,2000,Commercial,6548291
NV,2000,Industrial,11238847
NV,2000,Residential,9406302
NV,2001,Commercial,6693111
NV,2001,Industrial,11238936
NV,2001,Residential,9606869
NV,2002,Commercial,7537882
NV,2002,Industrial,11372586
NV,2002,Residential,9702083
NV,2003,Commercial,8167940
NV,2003,Industrial,11623785
NV,2003,Residential,10339935
NV,2004,Commercial,8275330
NV,2004,Industrial,12364386
NV,2004,Residential,10672590
NV,2005,Commercial,8515904
NV,2005,Industrial,12896931
NV,2005,Residential,11079816
NV,2006,Commercial,8975373
NV,2006,Industrial,13624581
NV,2006,Residential,11978120
NV,2007,Commercial,9352037
NV,2007,Industrial,13892692
NV,2007,Residential,12390180
NV,2008,Commercial,9303932
NV,2008,Industrial,13819778
NV,2008,Residential,12060515
NV,2009,Commercial,8950123
NV,2009,Industrial,13445042
NV,2009,Residential,11880150
NV,2010,Commercial,8969727
NV,2010,Industrial,13179708
NV,2010,Residential,11614669
NV,2011,Commercial,8995162
NV,2011,Industrial,13419961
NV,2011,Residential,11493279
NV,2012,Commercial,9314611
NV,2012,Industrial,13734461
NV,2012,Residential,12122718
NV,2013,Commercial,9301939
NV,2013,Industrial,13758569
NV,2013,Residential,12142431
NV,2014,Commercial,9418091
NV,2014,Industrial,13732695
NV,2014,Residential,11916521
NV,2015,Commercial,9613997
NV,2015,Industrial,14058811
NV,2015,Residential,12338538
NV,2016,Commercial,9929076
NV,2016,Industrial,13515234
NV,2016,Residential,12691942
NV,2017,Commercial,11122755
NV,2017,Industrial,12589549
NV,2017,Residential,12936791
NV,2018,Commercial,12123896
NV,2018,Industrial,12198273
NV,2018,Residential,13449743
NV,2019,Commercial,11681186
NV,2019,Industrial,12425536
NV,2019,Residential,12867637
NV,2020,Commercial,11983740
NV,2020,Industrial,11924592
NV,2020,Residential,14321607
NV,2021,Commercial,12293815
NV,2021,Industrial,12359543
NV,2021,Residential,14373357
NV,2022,Commercial,12427663
NV,2022,Industrial,12578639
NV,2022,Residential,14306529
NV,2023,Commercial,12366846
NV,2023,Industrial,12366508
NV,2023,Residential,13508820
NV,2024,Commercial,14259288
NV,2024,Industrial,11766220
NV,2024,Residential,14631493
NY,1990,Commercial,46921092
NY,1990,Industrial,31929350
NY,1990,Residential,38574310
NY,1991,Commercial,46981962
NY,1991,Industrial,31111530
NY,1991,Residential,39177425
NY,1992,Commercial,46591364
NY,1992,Industrial,31027286
NY,1992,Residential,38719529
NY,1993,Commercial,47728275
NY,1993,Industrial,30187053
NY,1993,Residential,39897465
NY,1994,Commercial,48827585
NY,1994,Industrial,29466764
NY,1994,Residential,40104842
NY,1995,Commercial,52751202
NY,1995,Industrial,25317222
NY,1995,Residential,39887485
NY,1996,Commercial,52915305
NY,1996,Industrial,25947477
NY,1996,Residential,40284542
NY,1997,Commercial,54230715
NY,1997,Industrial,25284881
NY,1997,Residential,40059254
NY,1998,Commercial,55744980
NY,1998,Industrial,25217943
NY,1998,Residential,40563199
NY,1999,Commercial,57894373
NY,1999,Industrial,25835437
NY,1999,Residential,42919230
NY,2000,Commercial,59764162
NY,2000,Industrial,25838297
NY,2000,Residential,43017570
NY,2001,Commercial,60806218
NY,2001,Industrial,25449717
NY,2001,Residential,44235593
NY,2002,Commercial,62270518
NY,2002,Industrial,25148005
NY,2002,Residential,46457030
NY,2003,Commercial,72495187
NY,2003,Industrial,21744508
NY,2003,Residential,47115887
NY,2004,Commercial,74377929
NY,2004,Industrial,20675049
NY,2004,Residential,47378876
NY,2005,Commercial,76821809
NY,2005,Industrial,19946551
NY,2005,Residential,50532850
NY,2006,Commercial,76028586
NY,2006,Industrial,14976420
NY,2006,Residential,48426749
NY,2007,Commercial,74326104
NY,2007,Industrial,20212582
NY,2007,Residential,50241444
NY,2008,Commercial,77415596
NY,2008,Industrial,14685311
NY,2008,Residential,49033950
NY,2009,Commercial,75347118
NY,2009,Industrial,13416581
NY,2009,Residential,48245841
NY,2010,Commercial,77275676
NY,2010,Industrial,13480462
NY,2010,Residential,50945648
NY,2011,Commercial,76405800
NY,2011,Industrial,13420153
NY,2011,Residential,51239599
NY,2012,Commercial,76017962
NY,2012,Industrial,13705330
NY,2012,Residential,50691506
NY,2013,Commercial,76342319
NY,2013,Industrial,17910950
NY,2013,Residential,50777369
NY,2014,Commercial,76540813
NY,2014,Industrial,18002976
NY,2014,Residential,49974914
NY,2015,Commercial,77005625
NY,2015,Industrial,18079200
NY,2015,Residential,51012745
NY,2016,Commercial,76506968
NY,2016,Industrial,17709218
NY,2016,Residential,50831287
NY,2017,Commercial,75333485
NY,2017,Industrial,17811455
NY,2017,Residential,49080757
NY,2018,Commercial,76745463
NY,2018,Industrial,18076792
NY,2018,Residential,52153246
NY,2019,Commercial,75090820
NY,2019,Industrial,17548457
NY,2019,Residential,50141003
NY,2020,Commercial,68988817
NY,2020,Industrial,16610457
NY,2020,Residential,52257144
NY,2021,Commercial,69920488
NY,2021,Industrial,16891152
NY,2021,Residential,52156882
NY,2022,Commercial,72205589
NY,2022,Industrial,16177769
NY,2022,Residential,52227413
NY,2023,Commercial,71422184
NY,2023,Industrial,15173534
NY,2023,Residential,50113258
NY,2024,Commercial,71053178
NY,2024,Industrial,15804738
NY,2024,Residential,50857373
OH,1990,Commercial,30540857
OH,1990,Industrial,69681659
OH,1990,Residential,37889450
OH,1991,Commercial,32325493
OH,1991,Industrial,67856138
OH,1991,Residential,40942449
OH,1992,Commercial,31818312
OH,1992,Industrial,69674159
OH,1992,Residential,39140657
OH,1993,Commercial,33298608
OH,1993,Industrial,68831023
OH,1993,Residential,41950456
OH,1994,Commercial,34053066
OH,1994,Industrial,74010054
OH,1994,Residential,41791275
OH,1995,Commercial,35549248
OH,1995,Industrial,74473401
OH,1995,Residential,44010400
OH,1996,Commercial,36034487
OH,1996,Industrial,73394154
OH,1996,Residential,44573250
OH,1997,Commercial,36373148
OH,1997,Industrial,73888462
OH,1997,Residential,43634915
OH,1998,Commercial,38471813
OH,1998,Industrial,72998337
OH,1998,Residential,44516171
OH,1999,Commercial,39461042
OH,1999,Industrial,74292951
OH,1999,Residential,46628504
OH,2000,Commercial,40757137
OH,2000,Industrial,74019337
OH,2000,Residential,46488137
OH,2001,Commercial,39372078
OH,2001,Industrial,65098733
OH,2001,Residential,47346163
OH,2002,Commercial,39924173
OH,2002,Industrial,58471510
OH,2002,Residential,50863643
OH,2003,Commercial,44736571
OH,2003,Industrial,57827582
OH,2003,Residential,49620578
OH,2004,Commercial,45313453
OH,2004,Industrial,58558349
OH,2004,Residential,50300038
OH,2005,Commercial,46869755
OH,2005,Industrial,59354379
OH,2005,Residential,53904244
OH,2006,Commercial,46140704
OH,2006,Industrial,55869283
OH,2006,Residential,51375232
OH,2007,Commercial,48128512
OH,2007,Industrial,59218957
OH,2007,Residential,54375759
OH,2008,Commercial,47310241
OH,2008,Industrial,58620567
OH,2008,Residential,53410599
OH,2009,Commercial,45369743
OH,2009,Industrial,49485875
OH,2009,Residential,51405162
OH,2010,Commercial,46525627
OH,2010,Industrial,53109368
OH,2010,Residential,54474377
OH,2011,Commercial,47111763
OH,2011,Industrial,53913437
OH,2011,Residential,53687111
OH,2012,Commercial,46755882
OH,2012,Industrial,53379284
OH,2012,Residential,52287769
OH,2013,Commercial,46717859
OH,2013,Industrial,51387011
OH,2013,Residential,52158094
OH,2014,Commercial,47004594
OH,2014,Industrial,50829251
OH,2014,Residential,52804334
OH,2015,Commercial,47123923
OH,2015,Industrial,50556675
OH,2015,Residential,51492954
OH,2016,Commercial,47742269
OH,2016,Industrial,50290693
OH,2016,Residential,52524141
OH,2017,Commercial,46158399
OH,2017,Industrial,50650671
OH,2017,Residential,49795540
OH,2018,Commercial,47191540
OH,2018,Industrial,51235995
OH,2018,Residential,54451714
OH,2019,Commercial,46008937
OH,2019,Industrial,50249178
OH,2019,Residential,52226097
OH,2020,Commercial,43204165
OH,2020,Industrial,46823365
OH,2020,Residential,52552770
OH,2021,Commercial,44980452
OH,2021,Industrial,49529406
OH,2021,Residential,53171193
OH,2022,Commercial,46090803
OH,2022,Industrial,50062730
OH,2022,Residential,53312216
OH,2023,Commercial,46351291
OH,2023,Industrial,50545890
OH,2023,Residential,49713538
OH,2024,Commercial,50813610
OH,2024,Industrial,50687764
OH,2024,Residential,52174356
OK,1990,Commercial,11633983
OK,1990,Industrial,11763696
OK,1990,Residential,17077366
OK,1991,Commercial,10586713
OK,1991,Industrial,11414862
OK,1991,Residential,15324941
OK,1992,Commercial,10338403
OK,1992,Industrial,11598900
OK,1992,Residential,14253849
OK,1993,Commercial,10823963
OK,1993,Industrial,11698989
OK,1993,Residential,15901344
OK,1994,Commercial,11120787
OK,1994,Industrial,11721409
OK,1994,Residential,16127874
OK,1995,Commercial,11114527
OK,1995,Industrial,11714291
